iteration	K.maxValue	coverage.maxValue	proportion.bounds.logP	q.bounds.logP	maxMortality	slope	resistanceGain	R	fitnessPenalty
568	17170.9	0.660264	-4.83316	-5.89244	0.922365	3.66032	0.559922	18.1011	0.170989
569	16108	0.697427	-4.83167	-4.25265	0.906463	5.55464	0.517204	32.0173	0.321883
570	10008.4	0.257484	-5.67048	-5.57411	0.987454	2.56821	0.485352	38.0421	0.108683
571	19936.2	0.852253	-4.21223	-4.98148	0.958765	8.55733	0.21961	21.1051	0.144038
572	12293	0.434757	-4.50395	-5.60247	0.901944	8.88788	0.458344	44.4597	0.309765
573	11739.2	0.176313	-2.83956	-5.47681	0.926175	9.44658	0.213322	36.7384	0.192255
574	18503.5	0.574456	-4.72522	-5.39468	0.905812	2.58574	0.641257	40.2329	0.347343
575	18285.2	0.798685	-2.44617	-5.99909	0.915422	7.06951	0.126896	31.288	0.367273
576	19501.9	0.677099	-2.7388	-4.6804	0.98935	8.84831	0.670689	43.0553	0.18507
577	16227.7	0.702244	-3.15463	-5.60528	0.906559	4.21485	0.887165	49.4755	0.37523
578	18241.7	0.562209	-5.13264	-5.21338	0.97129	1.22336	0.819474	46.5464	0.105496
579	18769.6	0.396991	-2.13642	-4.18771	0.985377	1.82104	0.430441	19.8045	0.0909434
580	17383.8	0.533304	-4.88533	-4.07406	0.906037	2.18902	0.722485	4.32236	0.387243
581	17498.3	0.251277	-5.58119	-5.64658	0.945095	9.55833	0.312009	18.5774	0.312127
582	12272.2	0.224342	-5.9969	-5.62193	0.914723	8.98693	0.629998	38.1981	0.0135063
583	11463.8	0.68843	-3.28475	-5.29296	0.968942	6.22226	0.327441	23.2744	0.253709
584	12240.1	0.11975	-4.71261	-4.92187	0.981603	4.29223	0.869269	40.4907	0.0589921
585	15221.9	0.687149	-5.42664	-5.98637	0.973343	1.20938	0.115515	11.2551	0.00655875
586	10545.7	0.868469	-4.44384	-4.15777	0.981387	3.71171	0.568209	7.3448	0.143382
587	19218.9	0.898026	-5.23742	-5.99546	0.982891	1.71277	0.883771	23.1591	0.252149
588	15872.7	0.777344	-5.01523	-4.40752	0.931897	3.96274	0.155305	7.5424	0.084974
589	10086.2	0.60409	-3.64298	-5.18594	0.947827	6.62336	0.813371	17.5349	0.0297884
590	18752.2	0.708832	-2.60226	-5.97465	0.928002	7.26044	0.321258	25.6853	0.233727
591	14054.6	0.666806	-4.35684	-4.10552	0.923575	3.31812	0.573867	43.6172	0.201345
592	15813.4	0.657721	-3.33322	-5.41781	0.951779	3.25382	0.575497	46.3705	0.398158
593	15723.7	0.861143	-2.23845	-4.14852	0.933425	8.44528	0.39492	20.9621	0.140098
594	12549.8	0.880746	-3.98487	-5.34016	0.957879	2.35357	0.697419	9.85436	0.321357
595	17859.7	0.789535	-2.11828	-5.23069	0.911035	8.1942	0.879945	27.4228	0.375728
596	11605.2	0.145473	-5.1431	-5.11766	0.911216	6.79477	0.295564	13.8063	0.332686
597	15675	0.171926	-3.73743	-5.50765	0.934073	2.94435	0.739401	49.462	0.122131
598	11989.3	0.74906	-5.33059	-5.51756	0.956106	6.76955	0.429635	29.5412	0.00182822
599	13261.8	0.825509	-5.01607	-4.22508	0.913264	6.87906	0.885579	14.1765	0.396285
600	19318.1	0.131694	-2.75624	-5.24139	0.94747	5.05226	0.104313	38.6785	0.0827896
601	13483.1	0.348328	-4.36151	-4.65143	0.934165	4.10134	0.85996	9.92715	0.286181
602	10797.3	0.667921	-4.59837	-5.42969	0.988117	3.60347	0.737077	27.9995	0.126339
603	16536.3	0.330181	-3.56444	-4.40089	0.959073	4.6069	0.687405	46.979	0.381049
604	15079.8	0.446918	-3.26838	-4.56233	0.969827	6.10539	0.721682	17.2618	0.281393
605	14449.5	0.118052	-5.6416	-4.06588	0.963023	5.78516	0.598837	20.9545	0.223701
606	15102.1	0.529061	-2.34331	-4.24977	0.945886	7.07783	0.244161	14.9744	0.28756
607	16305.8	0.829168	-2.01054	-4.54812	0.904625	4.0551	0.632899	46.9161	0.254166
608	13570.6	0.200148	-4.24148	-4.65592	0.919342	5.10959	0.255619	16.524	0.283719
609	11077.9	0.75776	-3.2755	-4.1086	0.979719	1.69105	0.264003	31.4462	0.0216996
610	16996.6	0.766148	-5.02019	-5.05903	0.96027	2.76791	0.843301	26.5502	0.228977
611	14416.9	0.351509	-2.51541	-4.41371	0.930386	6.9782	0.214849	8.11893	0.370207
612	15985.4	0.316808	-2.08032	-4.05177	0.917339	6.80065	0.565835	30.7718	0.275758
613	14740.5	0.818988	-5.4555	-4.29383	0.935478	1.1747	0.541994	48.941	0.0965541
614	13609.9	0.280774	-5.75175	-5.65445	0.905215	8.14346	0.440504	8.99924	0.0148515
615	16786	0.840331	-5.2097	-5.18197	0.983449	6.13112	0.801	41.4243	0.383947
616	16346.2	0.374851	-2.14802	-4.41021	0.967498	4.96613	0.133165	16.3801	0.142821
617	14313.7	0.593849	-3.72592	-5.92093	0.930277	7.68307	0.41363	29.2017	0.048028
618	17257.1	0.707629	-2.17215	-4.7387	0.907355	1.99774	0.142217	7.08524	0.217998
619	19564.3	0.898582	-2.41606	-5.67436	0.907016	8.60966	0.567717	4.19245	0.218129
620	14153.9	0.709771	-3.62526	-4.16641	0.967775	4.90839	0.796982	48.1243	0.111338
621	11679.9	0.304895	-3.0346	-4.44434	0.984596	7.60024	0.19035	8.41314	0.268085
622	17772.1	0.739518	-5.42015	-4.18452	0.915243	8.09867	0.23264	25.658	0.116551
623	16575	0.275763	-5.66285	-5.37534	0.962514	1.29985	0.531973	43.1165	0.154921
624	17640.2	0.68997	-2.92203	-4.6091	0.960843	1.23132	0.561294	38.4763	0.265828
625	11095.9	0.557987	-4.56248	-4.31394	0.977625	8.45205	0.861551	39.8409	0.269861
626	17792.9	0.730505	-4.30797	-4.62569	0.985991	4.23071	0.495871	37.4112	0.113196
627	13895	0.616905	-4.23004	-4.56439	0.900254	2.60346	0.546367	32.6307	0.205297
628	16048.5	0.47837	-3.22228	-5.0167	0.900854	3.72297	0.331981	16.3219	0.264097
629	15766.4	0.419511	-5.13731	-5.08198	0.93228	8.30286	0.632462	48.5142	0.144596
630	15511.8	0.399285	-5.29081	-5.04884	0.973208	7.02918	0.472665	36.4857	0.304868
631	12825	0.777924	-4.51215	-4.96704	0.977206	9.87094	0.302967	37.0775	0.185479
632	17340.5	0.185935	-3.68323	-4.34185	0.901794	2.21692	0.872091	3.48578	0.362595
633	11414.8	0.866195	-2.8752	-5.72581	0.971008	4.13432	0.542539	7.92314	0.196336
634	18686.7	0.601897	-5.20286	-5.9284	0.926032	5.62115	0.287307	9.53818	0.170426
635	13225	0.864011	-5.51105	-5.30228	0.933815	6.94165	0.167239	38.8092	0.259338
636	13161.6	0.135666	-5.39539	-4.78247	0.951596	9.88726	0.709843	21.09	0.24274
637	15711.4	0.583583	-2.69135	-4.86478	0.939767	3.44662	0.694443	31.1767	0.0907635
638	14942.6	0.127714	-2.25063	-4.36346	0.985224	8.33539	0.117437	6.49927	0.352758
639	14955.2	0.283982	-5.84294	-4.50348	0.987601	3.16492	0.310751	41.3227	0.032897
640	14579.9	0.556462	-2.26733	-4.74872	0.920068	5.37801	0.2687	22.4423	0.317447
641	19396.1	0.134557	-3.59096	-5.7563	0.933319	7.31709	0.170141	39.5435	0.133981
642	14790.6	0.511052	-2.87172	-5.93368	0.925071	7.11844	0.261291	26.5844	0.041535
643	10222.5	0.470638	-2.65623	-5.58474	0.908458	8.0212	0.716882	12.1239	0.302688
644	15189.5	0.843939	-2.72518	-5.17862	0.954669	2.06102	0.203792	30.9312	0.0852715
645	19278.1	0.550157	-2.26043	-5.24315	0.986768	9.09403	0.743117	19.7497	0.27953
646	15344.8	0.484376	-4.75957	-4.74281	0.926816	2.79213	0.270007	22.1461	0.113698
647	14811.4	0.619652	-5.64536	-4.00026	0.907657	7.39451	0.220365	18.2185	0.183506
648	16857.1	0.277262	-3.60781	-4.17793	0.951474	2.46751	0.136072	19.9121	0.336454
649	14873.3	0.359025	-2.89247	-4.90007	0.977945	8.78803	0.509323	4.7327	0.144906
650	11997	0.895437	-5.73139	-5.39874	0.905111	4.73094	0.787804	31.5567	0.110597
651	15256.4	0.705082	-5.32368	-4.51588	0.932169	3.77363	0.342588	13.3633	0.187336
652	11704.2	0.654955	-2.35459	-4.70144	0.981827	2.11122	0.436546	21.8399	0.242878
653	18838	0.600882	-4.4304	-4.04896	0.926375	1.15195	0.880074	4.78347	0.180803
654	14919.8	0.801154	-4.91481	-4.49219	0.957712	9.83544	0.6653	29.6729	0.140772
655	11530.9	0.567846	-2.1402	-5.40996	0.903798	1.13823	0.791383	36.7975	0.124449
656	16822.1	0.235515	-5.88281	-5.54933	0.972983	3.89067	0.598219	5.13834	0.173897
657	16837	0.491698	-5.33574	-5.74957	0.912413	8.6448	0.763626	39.5089	0.164871
658	17945.7	0.752636	-3.59596	-4.27001	0.909505	6.89548	0.588852	8.32637	0.228544
659	18592.4	0.248664	-5.10285	-5.91195	0.946967	2.82836	0.884384	7.59304	0.102497
660	12809.7	0.731321	-5.6489	-4.26974	0.943844	5.57946	0.281406	7.83243	0.337626
661	13767.9	0.347975	-2.88637	-4.31868	0.977239	5.49665	0.878498	32.5447	0.0512932
662	18383.7	0.481416	-2.79645	-4.35926	0.91552	6.88789	0.702407	36.2243	0.202019
663	11682.9	0.309796	-3.91208	-5.45183	0.913935	9.99361	0.841808	28.7708	0.393537
664	10216.9	0.541532	-2.64815	-4.00463	0.953648	3.11657	0.820434	5.90038	0.0322402
665	11625.4	0.190408	-3.87288	-4.21455	0.972603	6.12642	0.312985	42.263	0.0839859
666	16394.8	0.846402	-2.412	-4.4799	0.974893	3.92409	0.514345	16.6451	0.398977
667	16770.7	0.241907	-5.09901	-4.27521	0.985765	5.04173	0.457432	23.8428	0.0759985
668	12306.2	0.232692	-4.40877	-5.28886	0.939431	3.56638	0.368995	40.2749	0.0449138
669	14093.7	0.422966	-4.57875	-5.20108	0.936414	4.47999	0.308117	9.26711	0.118365
670	16919.9	0.255304	-4.94677	-4.96843	0.92995	8.0737	0.43147	4.30039	0.334984
671	17973.9	0.280983	-4.9967	-5.76002	0.939811	2.56199	0.249524	24.2085	0.264447
672	10336.2	0.775625	-2.38311	-5.66124	0.926658	9.5666	0.565544	35.7108	0.338612
673	17983.9	0.300033	-5.99134	-4.35698	0.95766	1.73705	0.767161	40.1499	0.204172
674	17008.6	0.858565	-3.49421	-4.06811	0.92053	4.97715	0.233494	15.9671	0.112343
675	19154	0.114726	-4.69809	-5.68992	0.952688	9.3972	0.827462	26.2396	0.378761
676	12115.4	0.812235	-2.12525	-5.52109	0.960147	2.16085	0.88128	33.7002	0.0171304
677	19331.4	0.161279	-5.80916	-4.3472	0.985879	9.07412	0.733875	47.272	0.154789
678	13871.3	0.620443	-4.09494	-5.00187	0.96668	5.22037	0.467743	19.065	0.0334156
679	15759.5	0.455941	-3.16662	-5.45616	0.942458	2.41669	0.265409	45.5242	0.193519
680	15566.1	0.822874	-5.76813	-5.6961	0.965781	6.03233	0.472881	49.9762	0.00131116
681	15749.9	0.302826	-2.68754	-4.92396	0.956527	7.50513	0.43697	29.2389	0.190781
682	12199.9	0.650761	-2.18164	-4.74514	0.958856	7.3681	0.294561	34.5513	0.0928383
683	12969	0.680472	-4.26077	-5.13465	0.987943	5.52419	0.679592	40.0007	0.214493
684	16183.3	0.197291	-4.96072	-4.47353	0.954771	9.49738	0.168929	35.5176	0.284897
685	14198.7	0.514952	-5.22753	-5.39274	0.903176	6.11294	0.754211	8.66494	0.0604934
686	11362.1	0.278699	-2.50468	-4.83474	0.941727	3.57477	0.25496	19.3301	0.187643
687	17656.9	0.194746	-5.00308	-4.97278	0.967142	5.03798	0.789236	28.3096	0.0349597
688	16469.8	0.158745	-3.24993	-4.07259	0.900005	8.35672	0.469722	36.095	0.162397
689	18167.5	0.220841	-3.06218	-5.41209	0.980385	9.82836	0.73441	20.5211	0.33837
690	14499.6	0.525449	-4.13337	-4.38277	0.980966	4.70545	0.583272	33.7558	0.388355
691	11153.4	0.433605	-3.74951	-5.80703	0.916837	8.90906	0.107011	27.9555	0.327229
692	11294.8	0.58916	-3.1263	-4.02717	0.906285	1.70176	0.610032	28.6146	0.16906
693	18147.9	0.170914	-2.6986	-4.19426	0.924131	2.90656	0.741286	25.2872	0.214068
694	17543.2	0.806061	-2.56514	-4.0128	0.936911	6.60743	0.106396	14.8695	0.0257909
695	13698.5	0.581901	-4.67297	-4.49406	0.976855	3.92703	0.210615	20.1563	0.0281943
696	14450.9	0.878428	-2.29147	-4.47432	0.929459	1.0483	0.613389	16.908	0.222947
697	13083.2	0.426862	-4.20898	-5.8824	0.949285	1.33152	0.589931	26.7816	0.266106
698	16495.6	0.781968	-2.73073	-4.91435	0.982858	7.22906	0.160184	39.4549	0.23275
699	14136.6	0.416651	-5.67541	-5.34485	0.941092	1.84967	0.263004	21.8861	0.168384
700	12016.4	0.817617	-5.91571	-4.79379	0.910301	7.10146	0.74385	9.79465	0.342611
701	16489.5	0.172833	-2.36919	-5.42639	0.967611	5.39866	0.494149	4.4526	0.0792397
702	11288.1	0.449287	-5.60225	-5.61901	0.90593	1.44802	0.570449	15.7424	0.15427
703	17442.8	0.785001	-3.68939	-5.49318	0.943086	8.43863	0.588347	10.7074	0.01551
704	12000.5	0.769	-2.81773	-4.26212	0.946616	6.20079	0.40345	33.0305	0.253501
705	10417.4	0.10807	-2.93139	-4.42323	0.926296	8.42637	0.108577	2.72186	0.0048193
706	14830.1	0.535334	-3.92968	-4.26136	0.941316	4.32793	0.544181	31.5714	0.0539897
707	18695.3	0.700512	-5.57107	-5.98295	0.945024	8.87405	0.293022	13.1804	0.381821
708	19456.4	0.295439	-3.66385	-4.37662	0.979241	7.34941	0.397841	20.704	0.13694
709	16364.5	0.103219	-3.57839	-4.73211	0.987864	2.77843	0.815147	22.9796	0.128519
710	16422.4	0.298207	-3.20053	-5.17612	0.91889	5.1863	0.502057	49.114	0.305323
711	14654.2	0.708249	-2.5977	-4.2329	0.941866	9.80514	0.584118	46.3071	0.183638
712	13540.8	0.685428	-4.78105	-5.82338	0.938643	7.12863	0.610748	26.3775	0.357755
713	19733.6	0.576244	-2.03967	-4.20651	0.904835	1.11942	0.489111	26.0728	0.0337011
714	19302.6	0.687626	-2.53205	-4.335	0.929716	4.5082	0.849729	44.0814	0.384851
715	11760.1	0.755801	-2.64527	-4.41568	0.961949	7.18358	0.804274	43.8671	0.00250063
716	18221.8	0.55564	-5.16269	-4.6903	0.973484	6.84882	0.152639	44.8333	0.191886
717	12618.5	0.783984	-2.50908	-4.70213	0.962046	2.74201	0.29154	39.3398	0.299928
718	19184.5	0.318402	-3.88883	-5.2496	0.934766	9.81979	0.395813	35.6547	0.328967
719	15161.4	0.655816	-2.48504	-4.16453	0.988776	7.70047	0.144147	19.4246	0.0504303
720	17071.5	0.308951	-2.75499	-4.06177	0.950237	1.92071	0.634296	34.4663	0.310179
721	16713.1	0.245581	-2.93826	-5.00324	0.937783	3.53007	0.491615	19.1566	0.189911
722	15068.1	0.136972	-4.2858	-5.78242	0.985028	5.54836	0.550283	44.5444	0.0250331
723	18635.7	0.517064	-3.47642	-5.86458	0.903774	6.85609	0.578629	27.0294	0.284554
724	18407.1	0.258503	-5.14819	-4.64999	0.911075	4.3091	0.214395	41.3878	0.258408
725	18079.1	0.753755	-5.38645	-5.01156	0.945428	7.74785	0.587575	33.2056	0.23356
726	12920.5	0.327041	-4.57086	-4.80604	0.945479	7.89427	0.877064	3.12478	0.0213959
727	10972.1	0.848134	-3.00328	-5.8958	0.927885	6.67668	0.832062	43.5987	0.397124
728	12134.3	0.787585	-5.1849	-4.20298	0.972639	1.16296	0.270594	21.5204	0.374154
729	11666.8	0.511888	-4.06159	-5.48639	0.9198	1.023	0.591373	47.1088	0.298948
730	12935.9	0.894785	-5.97632	-5.14061	0.969202	1.50229	0.318756	22.278	0.289893
731	12959.6	0.751571	-2.4745	-5.19543	0.949537	8.65043	0.228689	44.2443	0.0518252
732	15559	0.765329	-2.79178	-5.27121	0.977402	6.2044	0.873577	14.4501	0.2482
733	15046	0.592587	-2.20619	-5.07976	0.97941	2.49927	0.675944	20.2522	0.0532299
734	12724	0.435429	-5.48497	-4.54764	0.925887	9.15342	0.2191	29.3112	0.319346
735	17501.4	0.793437	-4.55361	-5.88671	0.937955	2.29403	0.239158	27.5319	0.0254112
736	15922.1	0.584219	-4.13653	-4.53531	0.979927	3.4627	0.478953	33.4548	0.344005
737	13217.8	0.230165	-5.08816	-5.59439	0.978796	3.95669	0.189399	30.7043	0.127817
738	15297.9	0.192515	-5.15375	-4.76828	0.932628	7.8564	0.797701	9.21736	0.325919
739	10834.6	0.296316	-3.48838	-5.47011	0.941034	7.66283	0.361712	30.1814	0.0173178
740	16165.6	0.754442	-4.25325	-4.74005	0.920133	2.24189	0.166731	29.3837	0.139951
741	15135.7	0.29241	-3.23634	-5.58958	0.902467	3.33482	0.397473	24.3473	0.391711
742	14269.6	0.125117	-5.86261	-4.03433	0.900713	9.9133	0.749371	33.2588	0.301009
743	14230.2	0.572585	-4.79645	-4.40915	0.95435	3.73823	0.471657	26.042	0.024241
744	18889.9	0.890949	-2.6557	-4.87092	0.953634	2.97858	0.855369	28.6495	0.0707818
745	19545.1	0.550786	-2.53105	-5.27506	0.981455	3.43678	0.639553	37.791	0.310571
746	19023.1	0.651406	-4.6957	-4.0444	0.932562	8.81774	0.385007	6.58656	0.215263
747	10250.4	0.542196	-5.10816	-5.85579	0.950341	4.95007	0.62396	43.7799	0.194015
748	13371.5	0.182545	-2.84658	-5.43425	0.949055	3.80459	0.718685	36.536	0.15253
749	15906.8	0.166331	-3.58445	-5.82932	0.982517	5.09793	0.57642	35.4491	0.220039
750	16371.8	0.124407	-2.3397	-5.06718	0.949014	4.81669	0.579873	28.0497	0.091413
751	16620.3	0.41719	-3.58069	-5.89184	0.907558	3.63249	0.862665	27.2048	0.380295
752	10200.4	0.10661	-4.10007	-4.35277	0.917487	7.64403	0.620742	19.0239	0.0343447
753	10280.8	0.138561	-4.88293	-4.23812	0.988208	9.86046	0.396633	24.6097	0.0828127
754	10192.5	0.745736	-5.89772	-4.99108	0.964873	9.11241	0.390399	47.0563	0.190099
755	19429.6	0.111554	-2.0615	-5.08487	0.944284	7.47278	0.569558	46.151	0.308956
756	17624.3	0.407482	-3.15792	-5.68464	0.985276	5.41864	0.600397	39.2008	0.171555
757	19678.5	0.298934	-3.01964	-5.48824	0.915169	7.77854	0.839633	35.0809	0.0159619
758	14732.3	0.521817	-4.86623	-5.9389	0.903626	4.58314	0.158111	39.1486	0.109374
759	16738.5	0.711708	-2.81405	-5.91615	0.968267	3.44879	0.723858	9.75692	0.0615384
760	10926.1	0.333557	-3.13424	-5.69277	0.979309	8.3187	0.35931	2.57098	0.369917
761	12854.5	0.78095	-5.22184	-4.09818	0.928625	6.24917	0.790202	44.4209	0.279137
762	17581.9	0.606098	-5.47693	-4.05559	0.954126	8.10558	0.586327	8.86672	0.196623
763	19537.5	0.197809	-3.34159	-4.52323	0.984648	7.84223	0.366859	13.4276	0.344947
764	11337	0.64251	-4.56785	-5.56478	0.901211	6.18081	0.279978	41.0208	0.108133
765	16110.4	0.7856	-4.60499	-4.60555	0.964109	3.66869	0.47596	18.872	0.200167
766	16612.1	0.565725	-4.87826	-4.90268	0.976879	7.24032	0.878074	5.76403	0.39128
767	12063.4	0.638372	-2.08554	-5.54063	0.909601	4.36259	0.651613	8.92521	0.136724
768	17802.1	0.745484	-5.45165	-4.73404	0.965167	2.27738	0.481627	11.8643	0.368061
769	11546.5	0.653132	-3.86663	-5.49901	0.943193	6.91427	0.376178	13.8312	0.366321
770	12102.9	0.1334	-3.67866	-5.19189	0.959034	4.69782	0.748502	37.8703	0.238621
771	15646.2	0.414048	-3.96863	-5.1317	0.930469	1.19741	0.449411	34.1107	0.0957048
772	11452	0.364363	-2.70631	-5.53279	0.919139	2.83969	0.413212	13.8661	0.266966
773	14768.3	0.606596	-2.46876	-5.13799	0.920365	7.79275	0.654713	49.5788	0.147345
774	13353.6	0.489363	-4.95234	-5.83062	0.965444	3.3857	0.574417	31.0357	0.188358
775	14600.7	0.579527	-4.97698	-4.37266	0.974684	1.96731	0.286593	15.5966	0.227094
776	11839.2	0.71773	-4.59096	-5.41813	0.962435	6.55328	0.301779	12.3866	0.320808
777	12675.4	0.86973	-4.65523	-5.63553	0.975336	4.55396	0.458435	36.5656	0.201801
778	10423.4	0.611844	-5.37937	-5.15093	0.955425	3.99576	0.25801	42.1838	0.342812
779	10909.5	0.577415	-5.25683	-4.56657	0.902762	1.4724	0.583079	42.8594	0.129441
780	14386.5	0.367147	-3.38396	-4.14053	0.904706	6.35593	0.764271	43.9401	0.258827
781	13177.5	0.142027	-4.33757	-5.87265	0.954062	4.42971	0.153896	41.0898	0.312992
782	19006.5	0.668913	-3.04124	-5.05625	0.922753	9.22506	0.19881	21.2521	0.225531
783	12410	0.507852	-3.48357	-5.96323	0.936652	8.63774	0.537219	38.6412	0.0107945
784	12519.4	0.282572	-4.28167	-4.2107	0.968785	8.8366	0.206862	3.5606	0.262953
785	15417.4	0.474333	-5.49303	-4.68822	0.900509	1.36867	0.30916	15.7116	0.157203
786	17698.4	0.356268	-3.41928	-5.95643	0.929128	9.36178	0.411647	48.999	0.329985
787	12774.1	0.547734	-3.93547	-5.88505	0.985639	9.79213	0.527754	31.2341	0.239617
788	11476.1	0.476054	-2.43746	-4.41938	0.981176	9.12811	0.434316	13.6487	0.351095
789	13710.9	0.231234	-2.61753	-4.78561	0.951965	6.51766	0.528602	22.6722	0.0316541
790	17763.4	0.271136	-3.42528	-4.17029	0.933144	7.43523	0.304033	17.2745	0.000996049
791	16864.1	0.207647	-5.99501	-4.55016	0.9385	5.8105	0.831786	29.0023	0.262489
792	17336.8	0.662319	-4.07255	-4.95204	0.98894	8.26759	0.746487	34.1696	0.123303
793	13652.4	0.20823	-2.82852	-5.35366	0.905453	2.93214	0.275852	14.8353	0.135152
794	13361.9	0.782715	-3.1301	-5.17531	0.961132	1.49048	0.750042	47.4166	0.202608
795	10314.3	0.319455	-4.4752	-4.1608	0.903481	3.52126	0.865351	6.92912	0.275356
796	15006.3	0.855328	-5.75285	-5.51076	0.937102	3.42648	0.348518	26.4663	0.145644
797	15978.4	0.110497	-5.91784	-4.34985	0.923416	2.61489	0.480447	13.9806	0.350672
798	12990.4	0.14573	-3.36272	-4.39097	0.90416	3.40598	0.165537	3.35366	0.340471
799	19244.8	0.6748	-4.15561	-4.096	0.947103	5.38958	0.696202	18.2904	0.168517
800	14530.9	0.242839	-5.93734	-4.69274	0.909217	4.95141	0.386539	43.2579	0.0555559
801	11923	0.388495	-2.98958	-5.69158	0.932063	1.18191	0.393249	8.37434	0.290985
802	16722.5	0.560297	-4.00847	-4.29174	0.972474	9.46691	0.289887	44.7941	0.0800138
803	15443	0.466063	-2.52045	-5.44383	0.989523	4.87386	0.194816	13.3071	0.00595578
804	19833.4	0.549524	-4.01247	-5.00774	0.934585	8.66577	0.89853	8.48081	0.18021
805	13990.2	0.2097	-3.83371	-4.82105	0.943597	8.42207	0.863509	4.40952	0.341027
806	19199.2	0.274542	-5.31502	-4.88495	0.917028	7.89208	0.795684	25.0982	0.221252
807	17152.1	0.229043	-3.29011	-5.66784	0.972173	3.40085	0.407217	4.86364	0.0752284
808	10052.8	0.140941	-4.92368	-4.16911	0.923824	7.22151	0.112147	42.2801	0.166487
809	19235.6	0.87642	-2.60677	-5.7759	0.960018	1.89614	0.869702	2.14369	0.0726807
810	18416.8	0.842488	-5.812	-5.19849	0.952885	1.83593	0.109098	13.7249	0.200994
811	19796.7	0.626226	-2.01658	-5.30434	0.913536	2.34234	0.209136	15.5829	0.0165997
812	16430.3	0.139938	-4.87273	-5.8527	0.910957	4.07647	0.646267	49.3022	0.139388
813	15595	0.250718	-3.25351	-5.6372	0.926206	5.96138	0.85406	20.0116	0.327872
814	17390.6	0.760445	-5.87519	-4.25421	0.930809	9.40606	0.363413	11.8922	0.259688
815	14258.6	0.221931	-5.7261	-5.76219	0.901331	2.01781	0.497541	27.5592	0.255328
816	14392.5	0.48161	-4.802	-4.81517	0.985498	2.51246	0.206122	4.89978	0.0069262
817	15249.5	0.405119	-4.00352	-4.39836	0.935051	6.00555	0.552864	18.6779	0.389764
818	19650.9	0.893062	-4.81066	-5.32598	0.946645	8.72353	0.386076	37.217	0.0868139
819	11503.9	0.51244	-3.1877	-4.24483	0.977731	1.60473	0.676083	32.7686	0.36889
820	17961.7	0.742086	-2.43341	-5.04764	0.90291	4.93497	0.503343	27.6967	0.365726
821	18035.9	0.335249	-3.51791	-4.9399	0.972079	1.90091	0.192177	14.6563	0.00724452
822	12590.5	0.314552	-5.32665	-4.3694	0.939146	5.0199	0.861941	2.59681	0.364656
823	11907.1	0.467271	-4.27561	-4.32929	0.981036	9.14126	0.720494	2.79192	0.130226
824	11729.1	0.657363	-5.76147	-5.33377	0.903095	2.89821	0.689722	10.1582	0.307852
825	12565.1	0.695242	-4.64456	-4.59298	0.907176	1.63307	0.116441	48.853	0.348275
826	11591.3	0.472626	-5.23052	-5.0517	0.9675	9.27147	0.74474	26.9676	0.169688
827	11224.2	0.67409	-3.764	-4.94333	0.93487	5.34865	0.477374	31.3362	0.390936
828	15990	0.545196	-4.53913	-4.48942	0.909324	6.4855	0.450784	44.9682	0.0842638
829	12972.4	0.360101	-2.62064	-5.90235	0.94984	5.86849	0.346404	46.1601	0.303457
830	10323.1	0.389664	-5.83939	-5.62459	0.950939	4.03813	0.247132	11.4362	0.394566
831	10722.4	0.828392	-4.89046	-4.9584	0.906691	1.27998	0.224341	29.8955	0.0622514
832	12520.6	0.591236	-4.44808	-4.28048	0.982217	5.11402	0.464908	10.3215	0.31133
833	11242.8	0.663362	-4.35137	-4.94091	0.963396	9.34484	0.422269	33.9309	0.244296
834	13825.1	0.889369	-5.61353	-4.93457	0.908628	5.45615	0.709344	30.8694	0.222106
835	12635	0.790778	-3.25999	-4.5052	0.939942	7.97629	0.417635	25.3311	0.320346
836	19864.2	0.217868	-3.84275	-5.46674	0.926621	4.55916	0.305476	11.5707	0.0659831
837	11555.7	0.489889	-4.12759	-4.75687	0.989731	8.61543	0.702057	48.6223	0.374611
838	12645.1	0.405968	-2.81057	-5.2184	0.904548	3.30409	0.464671	4.81173	0.119908
839	17637.4	0.19945	-4.08451	-5.35485	0.988371	1.6134	0.317627	39.7287	0.00453782
840	11397.9	0.320794	-5.16545	-5.52229	0.982113	8.01649	0.71459	40.8294	0.131929
841	16479.2	0.737041	-5.69552	-5.04476	0.944461	5.33721	0.378226	21.6045	0.17342
842	18533.5	0.501715	-2.09344	-5.75028	0.913383	4.39482	0.44408	19.2683	0.135819
843	17519.7	0.513026	-3.83047	-4.69853	0.9538	6.96422	0.146417	44.2297	0.384201
844	10626.5	0.253754	-3.69686	-5.812	0.952827	6.28385	0.175091	38.4268	0.0947965
845	10603.6	0.704513	-2.91484	-5.20594	0.972812	9.63825	0.380168	16.2778	0.29027
846	10873	0.5983	-4.11732	-5.41119	0.952619	3.22077	0.187391	47.4061	0.264842
847	13153.3	0.402161	-4.81534	-4.63183	0.925334	6.71486	0.532242	14.8071	0.268954
848	11434.7	0.779417	-4.70351	-4.7171	0.985829	7.14586	0.11781	16.2142	0.174013
849	14014.2	0.43893	-2.46109	-4.82639	0.923138	4.25871	0.619791	29.7574	0.287199
850	15389.1	0.149378	-3.04898	-5.06868	0.903949	5.68974	0.661047	6.96039	0.0701016
851	18615.9	0.370681	-5.67896	-4.29905	0.909867	2.64825	0.780799	17.1749	0.160976
